has,prefers,count
Germany,Ukraine,23091
Germany,Ukraine,877
Germany,United Arab Emirates,2821
Germany,United Kingdom,153242
Germany,United Kingdom,128450
Germany,United States of America,21288
Ghana,Australia,0
Ghana,Canada,227061
Ghana,Côte d'Ivoire,39
Ghana,France,97830
Ghana,Lebanon,1
Ghana,Liberia,93
Ghana,Netherlands,0
Ghana,Nigeria,0
Ghana,United Arab Emirates,5
Greece,Albania,348
Greece,Austria,4750
Greece,Belgium,25
Greece,Belgium,5287
Greece,Bulgaria,200743
Greece,Bulgaria,458
Greece,Cyprus,49828
Greece,Cyprus,464
Greece,France,235965
Greece,Germany,18043
Greece,Germany,2808
Greece,Hungary,66029
Greece,Italy,6356
Greece,Italy,286601
Greece,Kazakhstan,68808
Greece,Malta,53
Greece,Nigeria,18470
Greece,Poland,12507
Greece,Romania,87341
Greece,Romania,447
Greece,Russian Federation,156016
Greece,Serbia,11191
Greece,Sweden,0
Greece,The former Yugoslav Republic of Macedonia,3003
Greece,Tunisia,18154
Greece,Turkey,6018
Greece,Ukraine,12454
Greece,United Kingdom,8888
Greece,United States of America,4
Greece,Unspecified Area,23
Guatemala,Belize,200
Guatemala,Canada,8329
Guatemala,El Salvador,1
Guatemala,Germany,0
Guatemala,Honduras,0
Guatemala,Mexico,38580
Guatemala,United States of America,469998
Guatemala,United States of America,0
Guyana,Canada,29123
Hungary,Albania,1050
Hungary,Austria,10593
Hungary,Austria,175339
Hungary,Bosnia and Herzegovina,186102
Hungary,Bulgaria,1464
Hungary,Croatia,1
Hungary,Croatia,302
Hungary,Cyprus,2943
Hungary,Czechia,1730
Hungary,Czechia,6256
Hungary,France,86
Hungary,France,3750
Hungary,Germany,14105
Hungary,Germany,94698
Hungary,Greece,72320
Hungary,Israel,6305
Hungary,Italy,89
Hungary,Italy,348429
Hungary,Malta,2010
Hungary,Montenegro,0
Hungary,Netherlands,758
Hungary,Poland,2041
Hungary,Poland,92967
Hungary,Romania,6288
Hungary,Romania,130475
Hungary,Serbia,87
Hungary,Serbia,1946
Hungary,Slovakia,31105
Hungary,Slovakia,36739
Hungary,Slovenia,2
Hungary,Slovenia,77940
Hungary,Switzerland,0
Hungary,Switzerland,1954
Hungary,The former Yugoslav Republic of Macedonia,3470
Hungary,Turkey,2
Iceland,Belgium,200
Iceland,Canada,526
Iceland,Denmark,17886
Iceland,Faroe Islands,6
Iceland,Finland,10
Iceland,France,250
Iceland,Germany,5720
Iceland,Netherlands,180
Iceland,Russian Federation,1205
Iceland,Sweden,7889
Iceland,United Kingdom,2275
India,Australia,25
India,Australia,9
India,Bahrain,13
India,Bangladesh,222590
India,Brunei Darussalam,3
India,Canada,0
India,"China, Hong Kong SAR",3
India,"China, Taiwan Province of",22556
India,Djibouti,25000
India,Ethiopia,20
India,Guinea,0
India,Indonesia,2372
India,Israel,200
India,Jordan,125
India,Kuwait,286
India,Malaysia,15781
India,Myanmar,493
India,Nepal,387
India,New Zealand,0
India,Nigeria,87
India,Oman,35400
India,Pakistan,38944
India,Philippines,719
India,Qatar,13100
India,Saudi Arabia,360
India,Seychelles,45
India,Singapore,36
India,Sri Lanka,16829
India,Sudan (former),950
India,Thailand,42981
India,Uganda,17
India,United Arab Emirates,41772
India,United Kingdom,407
India,United Republic of Tanzania,1
India,United States of America,21
India,Viet Nam,16933
India,Yemen,1461
Indonesia,Australia,3737762
Indonesia,Brazil,22500
Indonesia,Canada,982156
Indonesia,India,1791
Indonesia,Japan,0
Indonesia,Lithuania,27505
Indonesia,Malaysia,0
Indonesia,Pakistan,29522
Indonesia,Republic of Korea,95
Indonesia,Romania,33000
Indonesia,Russian Federation,5410
Indonesia,Thailand,0
Indonesia,Turkey,14164
Indonesia,Ukraine,3038
Indonesia,United States of America,747917
Iran (Islamic Republic of),Unspecified Area,71005
Iran (Islamic Republic of),Unspecified Area,45873
Ireland,Belgium,26
Ireland,Brazil,1
Ireland,Denmark,20219
Ireland,France,22184
Ireland,Germany,7279
Ireland,Italy,81
Ireland,Netherlands,11991
Ireland,Poland,9149
Ireland,United Kingdom,146547
Ireland,United Kingdom,120037
Ireland,United States of America,0
Israel,Argentina,119
Israel,Australia,13500
Israel,Australia,18
Israel,Austria,15759
Israel,Austria,42
Israel,Belize,1510
Israel,British Virgin Islands,16707
Israel,Canada,1412
Israel,Cyprus,23153
Israel,Denmark,15426
Israel,France,72388
Israel,Germany,31833
Israel,Germany,80
Israel,Greece,6
Israel,Hungary,41
Israel,India,200
Israel,Italy,462
Israel,Italy,8
Israel,Jordan,136
Israel,Kazakhstan,13
Israel,Netherlands,200659
Israel,Panama,6920
Israel,Russian Federation,37781
Israel,Singapore,14351
Israel,Singapore,6
Israel,Spain,2
Israel,Switzerland,570987
Israel,Turkey,927
Israel,Ukraine,35477
Israel,United Kingdom,37915
Israel,United Kingdom,6
Israel,United States of America,452733
Israel,United States of America,17
Italy,Albania,2378
Italy,Algeria,104071
Italy,Argentina,61497
Italy,Australia,199707
Italy,Australia,1
Italy,Austria,408921
Italy,Austria,2767
Italy,Belgium,8851
Italy,Belgium,6529
Italy,Bulgaria,403409
Italy,Bulgaria,234
Italy,Canada,982519
Italy,Canada,1
Italy,Côte d'Ivoire,17428
Italy,Croatia,12533
Italy,Cyprus,535
Italy,Czechia,33261
Italy,Czechia,27
Italy,Denmark,43502
Italy,Denmark,4717
Italy,Estonia,0
Italy,Finland,16768
Italy,France,2094986
Italy,France,37319
Italy,Georgia,21
Italy,Germany,372978
Italy,Germany,31736
Italy,Greece,319343
Italy,Greece,3981
Italy,Hungary,375363
Italy,Hungary,948
Italy,Iraq,19
Italy,Ireland,162
Italy,Israel,10
Italy,Israel,436
Italy,Japan,2
Italy,Kazakhstan,44805
Italy,Latvia,20448
Italy,Latvia,0
Italy,Lebanon,135
Italy,Libya,42
Italy,Lithuania,53705
Italy,Malta,383
Italy,Mexico,163165
Italy,Morocco,56550
Italy,Netherlands,33334
Italy,Netherlands,23468
Italy,Poland,78
Italy,Poland,1
Italy,Portugal,3
Italy,Republic of Moldova,16567
Italy,Romania,137483
Italy,Romania,12070
Italy,Russian Federation,423953
Italy,Serbia,28631
Italy,Serbia,245
Italy,Slovakia,26630
Italy,Slovakia,376
Italy,Slovenia,10311
Italy,Slovenia,11
Italy,Spain,50418
Italy,Spain,383
Italy,Sweden,108
Italy,Sweden,51
Italy,Switzerland,6182
Italy,Tunisia,237070
Italy,Turkey,16139
Italy,Turkey,7150
Italy,Ukraine,241029
Italy,United Kingdom,48060
Italy,United Kingdom,12546
Italy,United States of America,672552
Italy,United States of America,34
Japan,Australia,1263782
Japan,Canada,1319299
Japan,France,3973
Japan,Germany,57
Japan,Italy,0
Japan,Peru,2
Japan,Russian Federation,16612
Japan,Turkey,200
Japan,United States of America,3610295
Jordan,France,1
Jordan,Lebanon,398
Jordan,Pakistan,338
Jordan,Qatar,2
Jordan,Republic of Moldova,6
Jordan,Romania,72500
Jordan,Russian Federation,205338
Jordan,Syrian Arab Republic,241
Jordan,Turkey,945
Jordan,Turkey,26
Jordan,Ukraine,52500
Jordan,United States of America,105398
Jordan,Unspecified Area,241
Kazakhstan,Afghanistan,82789
Kazakhstan,Albania,10351
Kazakhstan,Azerbaijan,556371
Kazakhstan,Belarus,1
Kazakhstan,Belarus,13515
Kazakhstan,Canada,0
Kazakhstan,"China, mainland",13465
Kazakhstan,Czechia,0
Kazakhstan,Egypt,171298
Kazakhstan,Finland,1440
Kazakhstan,France,0
Kazakhstan,Georgia,233607
Kazakhstan,Germany,8125
Kazakhstan,Greece,49764
Kazakhstan,Iran (Islamic Republic of),40203
Kazakhstan,Israel,20
Kazakhstan,Italy,19016
Kazakhstan,Kyrgyzstan,269484
Kazakhstan,Latvia,15025
Kazakhstan,Lithuania,1708
Kazakhstan,Malaysia,700
Kazakhstan,Netherlands,3000
Kazakhstan,Poland,2630
Kazakhstan,Russian Federation,15374
Kazakhstan,Russian Federation,118714
Kazakhstan,Sweden,34388
Kazakhstan,Tajikistan,452636
Kazakhstan,Turkey,4
Kazakhstan,Turkey,190184
Kazakhstan,Turkmenistan,195
Kazakhstan,Ukraine,14311
Kazakhstan,United Arab Emirates,68975
Kazakhstan,United Kingdom,25547
Kazakhstan,United States of America,6039
Kazakhstan,Uzbekistan,487522
Kazakhstan,Viet Nam,480
Kyrgyzstan,Germany,3
Kyrgyzstan,Kazakhstan,289883
Kyrgyzstan,Russian Federation,4
Kyrgyzstan,Turkey,6
Latvia,Belgium,5966
Latvia,Canada,0
Latvia,Denmark,4470
Latvia,Denmark,32509
Latvia,Estonia,3454
Latvia,Estonia,1554
Latvia,Faroe Islands,8674
Latvia,France,0
Latvia,Germany,14108
Latvia,Germany,60164
Latvia,Italy,23467
Latvia,Libya,20024
Latvia,Lithuania,84228
Latvia,Lithuania,70200
Latvia,Netherlands,39555
Latvia,Norway,9958
Latvia,Poland,12
Latvia,Russian Federation,6111
Latvia,Saudi Arabia,65315
Latvia,Spain,76905
Latvia,Sweden,169
Latvia,Sweden,23489
Latvia,Turkey,27499
Latvia,United Kingdom,3386
Lebanon,Angola,0
Lebanon,Australia,24457
Lebanon,Bahrain,0
Lebanon,Benin,0
Lebanon,Cameroon,0
Lebanon,Canada,0
Lebanon,Congo,2
Lebanon,Côte d'Ivoire,0
Lebanon,Equatorial Guinea,0
Lebanon,France,23273
Lebanon,France,0
Lebanon,Germany,0
Lebanon,Ghana,0
Lebanon,Guinea,0
Lebanon,Iraq,70
Lebanon,Italy,138
Lebanon,Jordan,692
Lebanon,Kazakhstan,13976
Lebanon,Kuwait,12
Lebanon,Liberia,0
Lebanon,Malawi,0
Lebanon,Mauritania,0
Lebanon,Netherlands,0
Lebanon,Nigeria,1
Lebanon,Qatar,2
Lebanon,Republic of Moldova,3181
Lebanon,Romania,12978
Lebanon,Russian Federation,212397
Lebanon,Saudi Arabia,1
Lebanon,Senegal,0
Lebanon,Sweden,0
Lebanon,Syrian Arab Republic,2861
Lebanon,Turkey,3600
Lebanon,Ukraine,86437
Lebanon,United Arab Emirates,3
Lebanon,United States of America,67782
Lebanon,Unspecified Area,1500
Lithuania,Austria,2
Lithuania,Belgium,30661
Lithuania,"China, Taiwan Province of",1041
Lithuania,Czechia,43
Lithuania,Denmark,59
Lithuania,Denmark,22284
Lithuania,Egypt,23474
Lithuania,Estonia,67
Lithuania,Estonia,802
Lithuania,Faroe Islands,4582
Lithuania,Finland,48
Lithuania,Finland,3217
Lithuania,France,4971
Lithuania,Germany,146
Lithuania,Germany,115746
Lithuania,Indonesia,27300
Lithuania,Italy,26207
Lithuania,Kazakhstan,6
Lithuania,Latvia,58539
Lithuania,Latvia,94035
Lithuania,Malawi,22899
Lithuania,Malaysia,3470
Lithuania,Mauritania,16500
Lithuania,Morocco,17449
Lithuania,Netherlands,49535
Lithuania,Nigeria,8118
Lithuania,Norway,10320
Lithuania,Poland,5328
Lithuania,Poland,11685
Lithuania,Portugal,4399
Lithuania,Romania,508
Lithuania,Russian Federation,256
Lithuania,Saudi Arabia,127941
Lithuania,South Africa,9000
Lithuania,Spain,59270
Lithuania,Sweden,49
Lithuania,Sweden,37116
Lithuania,Turkey,74645
Lithuania,United Kingdom,0
Lithuania,United States of America,0
Lithuania,Viet Nam,1532
Luxembourg,Belgium,4098
Luxembourg,Belgium,6517
Luxembourg,Denmark,0
Luxembourg,France,63166
Luxembourg,France,223
Luxembourg,Germany,7185
Luxembourg,Germany,3336
Luxembourg,Greece,1
Luxembourg,Italy,0
Luxembourg,Netherlands,2516
Luxembourg,Netherlands,6440
Luxembourg,Slovakia,1187
Luxembourg,Spain,1
Madagascar,Antigua and Barbuda,500
Madagascar,Argentina,250
Madagascar,"China, Hong Kong SAR",0
Madagascar,"China, mainland",0
Madagascar,France,10900
Madagascar,India,1
Madagascar,Pakistan,6
Madagascar,Tunisia,0
Madagascar,United Arab Emirates,1
Madagascar,United States of America,6403
Malawi,Argentina,5221
Malawi,Australia,19529
Malawi,"China, Hong Kong SAR",0
Malawi,"China, mainland",0
Malawi,Germany,5000
Malawi,India,24
Malawi,Kenya,0
Malawi,Russian Federation,6000
Malawi,South Africa,1
Malawi,South Africa,10069
Malawi,Switzerland,22900
Malawi,United Arab Emirates,1
Malawi,United States of America,76332
Malawi,Zimbabwe,1
Malawi,Zimbabwe,1120
Malaysia,Argentina,5151
Malaysia,Australia,675268
Malaysia,Canada,5836
Malaysia,"China, mainland",460
Malaysia,Denmark,245
Malaysia,India,10378
Malaysia,Indonesia,2088
Malaysia,Kenya,9
Malaysia,Lithuania,451
Malaysia,Nepal,10
Malaysia,Pakistan,42150
Malaysia,Panama,83
Malaysia,Romania,801
Malaysia,Russian Federation,3497
Malaysia,Singapore,197
Malaysia,Singapore,2476
Malaysia,South Africa,22
Malaysia,Turkey,546
Malaysia,Ukraine,8051
Malaysia,United States of America,388325
Malaysia,Viet Nam,982
Malaysia,Viet Nam,3130
Maldives,Australia,0
Maldives,Germany,0
Maldives,India,0
Maldives,Lebanon,0
Maldives,Singapore,0
Maldives,Sri Lanka,0
Maldives,Thailand,0
Maldives,Turkey,0
Maldives,United Arab Emirates,2
Malta,Bulgaria,3296
Malta,France,11945
Malta,Germany,2299
Malta,Greece,22
Malta,Hungary,2010
Malta,Italy,52
Malta,Latvia,7678
Malta,United Kingdom,35
Mauritania,Argentina,37512
Mauritania,France,178978
Mauritania,Netherlands,15879
Mauritania,Norway,120
Mauritania,Russian Federation,31504
Mauritania,Uruguay,22000
Mauritius,Australia,34762
Mauritius,France,72501
Mexico,Albania,0
Mexico,Algeria,483704
Mexico,Argentina,0
Mexico,Australia,0
Mexico,Azerbaijan,0
Mexico,Brazil,0
Mexico,Canada,905446
Mexico,Colombia,0
Mexico,Costa Rica,8800
Mexico,Egypt,0
Mexico,Ethiopia,0
Mexico,France,0
Mexico,Germany,0
Mexico,Guatemala,38580
Mexico,India,1
Mexico,Iran (Islamic Republic of),0
Mexico,Iran (Islamic Republic of),0
Mexico,Ireland,0
Mexico,Israel,0
Mexico,Italy,0
Mexico,Italy,215688
Mexico,Japan,0
Mexico,Kazakhstan,0
Mexico,Kenya,0
Mexico,Kenya,0
Mexico,Mongolia,0
Mexico,Nigeria,30833
Mexico,Norway,0
Mexico,Norway,0
Mexico,Pakistan,0
Mexico,Peru,13200
Mexico,Republic of Korea,0
Mexico,Spain,0
Mexico,Sudan (former),0
Mexico,Syrian Arab Republic,0
Mexico,Syrian Arab Republic,0
Mexico,Tunisia,0
Mexico,Turkey,0
Mexico,Turkey,0
Mexico,Ukraine,0
Mexico,United Kingdom,0
Mexico,United States of America,3142386
Mexico,United States of America,24099
Mexico,Venezuela (Bolivarian Republic of),21000
Mexico,Zimbabwe,0
Montenegro,Austria,1
Montenegro,Bosnia and Herzegovina,854
Montenegro,France,7099
Montenegro,Hungary,24
Montenegro,Serbia,19727
Montenegro,Slovenia,1
Montenegro,Unspecified Area,0
Nepal,"China, mainland",12
Nepal,India,812
Netherlands,Argentina,1194
Netherlands,Austria,5351
Netherlands,Austria,26
Netherlands,Belgium,216062
Netherlands,Belgium,152910
Netherlands,Brazil,0
Netherlands,Bulgaria,0
Netherlands,Canada,10183
Netherlands,Czechia,517
Netherlands,Czechia,222
Netherlands,Denmark,100816
Netherlands,Denmark,1492
Netherlands,Estonia,5000
Netherlands,Finland,6711
Netherlands,Finland,6825
Netherlands,France,1347968
Netherlands,France,2269
Netherlands,Germany,1138814
Netherlands,Germany,242868
Netherlands,Greece,25
Netherlands,Greece,0
Netherlands,Hungary,24
Netherlands,Iran (Islamic Republic of),2
Netherlands,Ireland,9938
Netherlands,Israel,0
Netherlands,Israel,29703
Netherlands,Italy,3963
Netherlands,Italy,83
Netherlands,Kazakhstan,18047
Netherlands,Latvia,3873
Netherlands,Lithuania,37382
Netherlands,Lithuania,10930
Netherlands,Luxembourg,6896
Netherlands,Luxembourg,2531
Netherlands,Montenegro,0
Netherlands,New Zealand,215
Netherlands,Norway,642
Netherlands,Peru,0
Netherlands,Poland,29797
Netherlands,Poland,36863
Netherlands,Portugal,46
Netherlands,Republic of Moldova,7212
Netherlands,Romania,42581
Netherlands,Romania,135
Netherlands,Russian Federation,68030
Netherlands,Singapore,2
Netherlands,Slovakia,286
Netherlands,Slovakia,27
Netherlands,Slovenia,1
Netherlands,Slovenia,8
Netherlands,South Africa,10
Netherlands,Spain,8307
Netherlands,Spain,20604
Netherlands,Suriname,0
Netherlands,Sweden,9748
Netherlands,Sweden,1301
Netherlands,Switzerland,0
Netherlands,Switzerland,222
Netherlands,Trinidad and Tobago,0
Netherlands,Ukraine,85671
Netherlands,United Kingdom,735180
Netherlands,United Kingdom,29800
Netherlands,United States of America,16523
New Caledonia,Australia,31991
New Caledonia,France,207
New Zealand,Australia,311103
New Zealand,Australia,25
New Zealand,Canada,471
New Zealand,Canada,4
New Zealand,"China, Hong Kong SAR",1
New Zealand,"China, Taiwan Province of",0
New Zealand,Cook Islands,2
New Zealand,Fiji,255
New Zealand,Finland,1
New Zealand,India,9
New Zealand,Japan,2
New Zealand,Lebanon,1
New Zealand,Malaysia,0
New Zealand,New Zealand,483
New Zealand,United Kingdom,1
Nicaragua,El Salvador,89
Nicaragua,Panama,0
Nicaragua,Russian Federation,25650
Nicaragua,United States of America,101378
Niger,Italy,2103
Niger,Nigeria,272
Niger,United States of America,5292
Norway,Belgium,3591
Norway,Brazil,450
Norway,Canada,2206
Norway,Denmark,23927
Norway,Estonia,2353
Norway,Faroe Islands,600
Norway,Finland,6238
Norway,France,5915
Norway,Germany,225732
Norway,Ireland,4002
Norway,Italy,8
Norway,Kazakhstan,42170
Norway,Latvia,6519
Norway,Lithuania,20060
Norway,Netherlands,194
Norway,Poland,17888
Norway,Russian Federation,14789
Norway,Serbia,202
Norway,Sweden,20692
Norway,Sweden,304
Norway,Switzerland,25
Norway,Turkey,14
Norway,Ukraine,533
Norway,United Kingdom,2940
Norway,United Kingdom,1
Norway,United States of America,9054
Oman,Australia,34878
Oman,Brazil,19350
Oman,India,22
Oman,Kuwait,24
Oman,Netherlands,16
Oman,Pakistan,16989
Oman,Qatar,24
Oman,Russian Federation,21934
Oman,Saudi Arabia,2060
Oman,United Arab Emirates,3817
Oman,United Arab Emirates,4113
Oman,United States of America,105572
Oman,Yemen,45
Pakistan,Afghanistan,50199
Pakistan,Australia,10
Pakistan,Bangladesh,733638
Pakistan,"China, Hong Kong SAR",72
Pakistan,"China, Taiwan Province of",8271
Pakistan,Djibouti,33000
Pakistan,Indonesia,33424
Pakistan,Italy,13722
Pakistan,Jordan,468
Pakistan,Kenya,293700
Pakistan,Madagascar,3148
Pakistan,Malaysia,61943
Pakistan,Myanmar,3005
Pakistan,Oman,18645
Pakistan,Philippines,49968
Pakistan,Qatar,70871
Pakistan,Saudi Arabia,2341
Pakistan,Singapore,6514
Pakistan,Somalia,150
Pakistan,South Africa,250
Pakistan,Sri Lanka,241993
Pakistan,Sudan (former),33000
Pakistan,United Republic of Tanzania,13051
Pakistan,United States of America,8119
Pakistan,Unspecified Area,0
Pakistan,Unspecified Area,181630
Pakistan,Viet Nam,10881
Pakistan,Yemen,237250
Panama,United States of America,136671
Paraguay,Argentina,0
Paraguay,Argentina,140
Paraguay,Brazil,93
Paraguay,Brazil,378538
Paraguay,Cayman Islands,391
Paraguay,Colombia,67005
Paraguay,Congo,8058
Paraguay,Kenya,42348
Paraguay,Lebanon,1
Paraguay,Morocco,28347
Paraguay,Romania,6570
Paraguay,Sri Lanka,21808
Paraguay,Turkey,64367
Paraguay,Uganda,6000
Paraguay,United Arab Emirates,19025
Paraguay,Uruguay,8682
Peru,Argentina,109543
Peru,Aruba,0
Peru,Australia,0
Peru,Canada,515328
Peru,Canada,1
Peru,Chile,102
Peru,Chile,2
Peru,Colombia,5
Peru,France,0
Peru,Germany,0
Peru,Italy,3
Peru,Japan,4
Peru,Mexico,8009
Peru,Panama,0
Peru,Russian Federation,107632
Peru,Spain,30
Peru,Switzerland,0
Peru,United States of America,943088
Peru,United States of America,63
Philippines,Australia,925028
Philippines,Canada,147418
Philippines,"China, Taiwan Province of",63
Philippines,India,247
Philippines,Pakistan,54908
Philippines,Turkey,230
Philippines,United States of America,1638676
Poland,Austria,4674
Poland,Austria,302
Poland,Belarus,18
Poland,Belgium,12
Poland,Belgium,6607
Poland,Canada,0
Poland,Canada,1
Poland,Chile,0
Poland,"China, mainland",0
Poland,Czechia,271502
Poland,Czechia,2124
Poland,Denmark,34454
Poland,Denmark,7900
Poland,Finland,2428
Poland,France,11425
Poland,France,12300
Poland,Germany,203225
Poland,Germany,620167
Poland,Hungary,95875
Poland,Hungary,3011
Poland,Ireland,14419
Poland,Italy,2
Poland,Kazakhstan,2630
Poland,Latvia,819
Poland,Latvia,15
Poland,Lithuania,7201
Poland,Lithuania,5358
Poland,Netherlands,36347
Poland,Netherlands,47135
Poland,Norway,7388
Poland,Portugal,15066
Poland,Republic of Moldova,1966
Poland,Republic of Moldova,54
Poland,Romania,25
Poland,Russian Federation,3118
Poland,Russian Federation,258
Poland,Saudi Arabia,55186
Poland,Slovakia,82632
Poland,Slovakia,6379
Poland,Spain,346
Poland,Spain,7250
Poland,Sweden,3300
Poland,Sweden,14258
Poland,Switzerland,44
Poland,Ukraine,38967
Poland,Ukraine,0
Poland,United Kingdom,15730
Poland,United Kingdom,23
Poland,United States of America,1
Portugal,Belgium,3
Portugal,Belgium,10
Portugal,Bulgaria,47557
Portugal,Canada,2086
Portugal,"China, mainland",0
Portugal,Denmark,33154
Portugal,Equatorial Guinea,1
Portugal,Finland,5543
Portugal,France,467342
Portugal,Germany,92213
Portugal,Ireland,4140
Portugal,Italy,102
Portugal,Lithuania,3160
Portugal,Netherlands,489
Portugal,Romania,19070
Portugal,Russian Federation,44357
Portugal,Spain,269645
Portugal,Spain,35274
Portugal,Switzerland,1
Portugal,Ukraine,111330
Portugal,United Kingdom,104159
Portugal,United Kingdom,392
Portugal,United States of America,52045
Republic of Korea,Australia,1798363
Republic of Korea,Austria,475
Republic of Korea,Belgium,1071
Republic of Korea,Brazil,0
Republic of Korea,Bulgaria,25387
Republic of Korea,Canada,1506639
Republic of Korea,"China, mainland",0
Republic of Korea,Denmark,17710
Republic of Korea,Germany,4500
Republic of Korea,India,0
Republic of Korea,Indonesia,1208
Republic of Korea,Japan,2
Republic of Korea,Mexico,0
Republic of Korea,Romania,1055
Republic of Korea,Russian Federation,3765
Republic of Korea,Singapore,0
Republic of Korea,Singapore,0
Republic of Korea,Turkey,0
Republic of Korea,Ukraine,30943
Republic of Korea,United Arab Emirates,0
Republic of Korea,United States of America,1280221
Republic of Moldova,British Virgin Islands,135
Republic of Moldova,Bulgaria,21
Republic of Moldova,"China, Hong Kong SAR",9393
Republic of Moldova,France,1
Republic of Moldova,Germany,1
Republic of Moldova,Germany,7010
Republic of Moldova,Italy,19813
Republic of Moldova,Lebanon,3181
Republic of Moldova,Panama,871
Republic of Moldova,Poland,60
Republic of Moldova,Poland,1966
Republic of Moldova,Romania,21
Republic of Moldova,Romania,272
Republic of Moldova,Russian Federation,100
Republic of Moldova,Turkey,0
Republic of Moldova,Turkey,11286
Republic of Moldova,Ukraine,231
Republic of Moldova,Ukraine,258
Republic of Moldova,United Kingdom,7320
Republic of Moldova,United States of America,8627
Romania,Austria,9836
Romania,Austria,14633
Romania,Belgium,27
Romania,Bulgaria,267928
Romania,Bulgaria,5156
Romania,Croatia,70
Romania,Cyprus,12969
Romania,Czechia,150
Romania,Czechia,229
Romania,Denmark,2700
Romania,Egypt,188993
Romania,France,494
Romania,France,48032
Romania,Georgia,2905
Romania,Germany,2380
Romania,Germany,73259
Romania,Greece,312
Romania,Greece,81742
Romania,Hungary,190918
Romania,Hungary,16188
Romania,Israel,18673
Romania,Italy,9864
Romania,Italy,206811
Romania,Jordan,100333
Romania,Lebanon,7198
Romania,Lithuania,214
Romania,Netherlands,0
Romania,Netherlands,132699
Romania,Paraguay,25162
Romania,Poland,386
Romania,Portugal,7342
Romania,Republic of Moldova,966
Romania,Republic of Moldova,21
Romania,Saudi Arabia,58880
Romania,Serbia,46370
Romania,Serbia,1534
Romania,Slovakia,4002
Romania,Slovakia,2206
Romania,Slovenia,0
Romania,Slovenia,45
Romania,Spain,336501
Romania,Switzerland,2358
Romania,Syrian Arab Republic,190829
Romania,Turkey,40
Romania,Turkey,22822
Romania,Ukraine,100
Romania,United Kingdom,22
Romania,United Kingdom,33580
Russian Federation,Albania,201885
Russian Federation,Armenia,255480
Russian Federation,Austria,40
Russian Federation,Austria,7760
Russian Federation,Azerbaijan,339575
Russian Federation,Bangladesh,109652
Russian Federation,British Virgin Islands,4390
Russian Federation,Canada,40
Russian Federation,Chad,1432
Russian Federation,"China, mainland",190
Russian Federation,Congo,2500
Russian Federation,Cyprus,17933
Russian Federation,Czechia,145
Russian Federation,Democratic People's Republic of Korea,59461
Russian Federation,Democratic Republic of the Congo,8324
Russian Federation,Denmark,1015
Russian Federation,Djibouti,323867
Russian Federation,Ecuador,10250
Russian Federation,Egypt,4802376
Russian Federation,Eritrea,72166
Russian Federation,Ethiopia,329476
Russian Federation,France,306
Russian Federation,Georgia,293217
Russian Federation,Germany,170
Russian Federation,Greece,154840
Russian Federation,Iceland,1205
Russian Federation,India,23
Russian Federation,Iran (Islamic Republic of),47445
Russian Federation,Iraq,204327
Russian Federation,Israel,512794
Russian Federation,Italy,200
Russian Federation,Italy,468895
Russian Federation,Japan,16667
Russian Federation,Jordan,273692
Russian Federation,Kenya,711396
Russian Federation,Kyrgyzstan,4
Russian Federation,Latvia,77478
Russian Federation,Lebanon,240780
Russian Federation,Libya,252923
Russian Federation,Lithuania,139
Russian Federation,Lithuania,3950
Russian Federation,Malaysia,2416
Russian Federation,Mauritania,88415
Russian Federation,Mongolia,7402
Russian Federation,Morocco,133305
Russian Federation,Mozambique,113517
Russian Federation,Netherlands,63950
Russian Federation,Nicaragua,25650
Russian Federation,Nigeria,34010
Russian Federation,Norway,17835
Russian Federation,Oman,62418
Russian Federation,Peru,152880
Russian Federation,Poland,60
Russian Federation,Poland,3150
Russian Federation,Portugal,44461
Russian Federation,Qatar,21000
Russian Federation,Republic of Moldova,100
Russian Federation,Republic of Moldova,15
Russian Federation,Rwanda,6111
Russian Federation,Saudi Arabia,147684
Russian Federation,Senegal,10718
Russian Federation,Sierra Leone,2000
Russian Federation,South Africa,142795
Russian Federation,Spain,384647
Russian Federation,Switzerland,10616
Russian Federation,Syrian Arab Republic,137042
Russian Federation,Tajikistan,1604
Russian Federation,Thailand,1082
Russian Federation,Tunisia,332904
Russian Federation,Turkey,2098208
Russian Federation,Uganda,44571
Russian Federation,Ukraine,39
Russian Federation,Ukraine,31303
Russian Federation,United Arab Emirates,228566
Russian Federation,United Republic of Tanzania,196773
Russian Federation,Unspecified Area,180542
Russian Federation,Uzbekistan,20610
Russian Federation,Viet Nam,475
Russian Federation,Yemen,610314
Russian Federation,Zimbabwe,19787
Rwanda,Argentina,11430
Rwanda,Australia,13049
Rwanda,Belgium,0
Rwanda,Brazil,896
Rwanda,Burundi,0
Rwanda,Democratic Republic of the Congo,0
Rwanda,Democratic Republic of the Congo,0
Rwanda,Germany,1723
Rwanda,Kenya,494
Rwanda,Kenya,186
Rwanda,Pakistan,9006
Rwanda,Paraguay,5719
Rwanda,Russian Federation,13830
Rwanda,Uganda,0
Rwanda,United Republic of Tanzania,2700
Rwanda,United States of America,21040
Rwanda,Uruguay,2857
Saudi Arabia,Australia,57750
Saudi Arabia,Bahrain,806
Saudi Arabia,Brazil,114428
Saudi Arabia,Bulgaria,9362
Saudi Arabia,Canada,508816
Saudi Arabia,Czechia,19249
Saudi Arabia,Germany,244399
Saudi Arabia,Latvia,92318
Saudi Arabia,Lithuania,43220
