has,prefers,count
Singapore,Canada,9870
Singapore,"China, mainland",1
Singapore,"China, Taiwan Province of",1
Singapore,Denmark,0
Singapore,India,43
Singapore,Indonesia,3
Singapore,Japan,1385
Singapore,Malaysia,2796
Singapore,Netherlands,1
Singapore,Poland,0
Singapore,Republic of Korea,2
Singapore,South Africa,6
Singapore,Sri Lanka,197
Singapore,United Kingdom,1
Singapore,United States of America,56535
Slovakia,Austria,1792
Slovakia,Czechia,89558
Slovakia,France,3
Slovakia,Germany,2611
Slovakia,Hungary,20561
Slovakia,Italy,506
Slovakia,Netherlands,27
Slovakia,Poland,4939
Slovakia,Romania,42
Slovakia,Slovenia,17
Slovenia,Austria,49059
Slovenia,Belgium,2
Slovenia,Croatia,771
Slovenia,Czechia,3139
Slovenia,France,69
Slovenia,Germany,4551
Slovenia,Hungary,87862
Slovenia,Italy,88
Slovenia,Netherlands,1
Slovenia,Romania,45
Slovenia,Serbia,6932
Slovenia,Slovakia,3350
Slovenia,United Kingdom,2
Solomon Islands,Australia,15907
South Africa,Argentina,628254
South Africa,Australia,256499
South Africa,Brazil,32951
South Africa,Canada,84122
South Africa,Germany,213633
South Africa,India,5
South Africa,Italy,76
South Africa,Japan,0
South Africa,Lithuania,9000
South Africa,Malawi,206
South Africa,Netherlands,7
South Africa,Russian Federation,110718
South Africa,Saudi Arabia,0
South Africa,United States of America,514109
Spain,Argentina,147
Spain,Austria,9000
Spain,Belgium,8
Spain,Brazil,11697
Spain,Bulgaria,812538
Spain,Canada,18249
Spain,Colombia,0
Spain,Czechia,121
Spain,Denmark,86066
Spain,Dominican Republic,2
Spain,Estonia,17512
Spain,Finland,37124
Spain,France,937883
Spain,Germany,145890
Spain,Italy,12956
Spain,Jordan,4
Spain,Kazakhstan,5028
Spain,Latvia,67941
Spain,Lithuania,49041
Spain,Mexico,0
Spain,Netherlands,20656
Spain,Peru,29
Spain,Poland,5110
Spain,Portugal,42040
Spain,Romania,139757
Spain,Russian Federation,374451
Spain,Serbia,48828
Spain,Sweden,75070
Spain,Switzerland,0
Spain,Ukraine,789876
Spain,United Kingdom,407090
Spain,United States of America,241539
Sri Lanka,Australia,75981
Sri Lanka,Brazil,21301
Sri Lanka,Canada,810331
Sri Lanka,"China, Hong Kong SAR",496
Sri Lanka,India,13543
Sri Lanka,Iran (Islamic Republic of),1
Sri Lanka,Pakistan,105927
Sri Lanka,Paraguay,23809
Sri Lanka,Russian Federation,13915
Sri Lanka,Singapore,61612
Sri Lanka,United Arab Emirates,22860
Sri Lanka,United States of America,176001
Suriname,France,13164
Suriname,Guyana,538
Suriname,Netherlands,0
Suriname,Trinidad and Tobago,153
Suriname,United Kingdom,620
Suriname,United States of America,1061
Sweden,Chile,1
Sweden,"China, mainland",1
Sweden,Denmark,57798
Sweden,Estonia,6406
Sweden,Finland,107
Sweden,France,23807
Sweden,Germany,84732
Sweden,Italy,483
Sweden,Kazakhstan,10410
Sweden,Latvia,13258
Sweden,Lebanon,3
Sweden,Lithuania,30446
Sweden,Netherlands,300
Sweden,New Zealand,0
Sweden,Norway,300
Sweden,Pakistan,0
Sweden,Poland,22127
Sweden,Russian Federation,0
Sweden,Spain,2485
Sweden,Switzerland,0
Sweden,Turkey,7
Sweden,United Kingdom,6145
Sweden,United States of America,0
Switzerland,Argentina,2736
Switzerland,Austria,43102
Switzerland,Belgium,1
Switzerland,Bosnia and Herzegovina,0
Switzerland,Cabo Verde,73
Switzerland,Canada,104905
Switzerland,Czechia,3080
Switzerland,France,97690
Switzerland,Germany,176512
Switzerland,Hungary,4761
Switzerland,India,2
Switzerland,Italy,7766
Switzerland,Netherlands,25
Switzerland,Poland,37
Switzerland,Republic of Korea,0
Switzerland,Romania,753
Switzerland,Slovakia,1004
Switzerland,South Africa,3
Switzerland,Spain,0
Switzerland,Sweden,308
Switzerland,Turkey,4
Switzerland,United Kingdom,2
Switzerland,United States of America,19284
Thailand,Australia,642451
Thailand,Canada,310349
Thailand,"China, mainland",6360
Thailand,India,41584
Thailand,Italy,5
Thailand,Malaysia,5
Thailand,Philippines,0
Thailand,Russian Federation,2552
Thailand,United States of America,422905
The former Yugoslav Republic of Macedonia,Austria,2401
The former Yugoslav Republic of Macedonia,Bulgaria,10029
The former Yugoslav Republic of Macedonia,"China, mainland",0
The former Yugoslav Republic of Macedonia,Croatia,7621
The former Yugoslav Republic of Macedonia,France,2206
The former Yugoslav Republic of Macedonia,Germany,0
The former Yugoslav Republic of Macedonia,Greece,513
The former Yugoslav Republic of Macedonia,Hungary,3470
The former Yugoslav Republic of Macedonia,Russian Federation,205
The former Yugoslav Republic of Macedonia,Serbia,51875
The former Yugoslav Republic of Macedonia,Turkey,7
Togo,Canada,25500
Togo,France,43789
Togo,Germany,0
Togo,Ghana,400
Tunisia,Argentina,27500
Tunisia,Australia,5492
Tunisia,Austria,998
Tunisia,Brazil,196621
Tunisia,Bulgaria,7127
Tunisia,Canada,81850
Tunisia,France,256191
Tunisia,Germany,22500
Tunisia,Greece,18154
Tunisia,Italy,233605
Tunisia,Mexico,14239
Tunisia,Russian Federation,331357
Tunisia,Spain,74594
Tunisia,Ukraine,238934
Tunisia,United States of America,64956
Tunisia,Unspecified Area,3844
Turkey,Argentina,164947
Turkey,Australia,0
Turkey,Austria,41
Turkey,Bosnia and Herzegovina,8541
Turkey,Brazil,260378
Turkey,Bulgaria,62683
Turkey,Canada,52326
Turkey,Croatia,11932
Turkey,Czechia,0
Turkey,France,52809
Turkey,Germany,224386
Turkey,Greece,13847
Turkey,Hungary,46532
Turkey,Iran (Islamic Republic of),0
Turkey,Italy,7126
Turkey,Kazakhstan,288573
Turkey,Latvia,49023
Turkey,Lithuania,101831
Turkey,Mexico,684
Turkey,Netherlands,0
Turkey,Paraguay,102525
Turkey,Republic of Moldova,31346
Turkey,Romania,8467
Turkey,Russian Federation,1777145
Turkey,Slovakia,5
Turkey,Spain,3338
Turkey,Switzerland,2
Turkey,Syrian Arab Republic,0
Turkey,Ukraine,577987
Turkey,United Kingdom,7013
Turkey,United States of America,901195
Uganda,Argentina,35821
Uganda,Australia,61863
Uganda,Brazil,29897
Uganda,Canada,7080
Uganda,"China, mainland",27
Uganda,Germany,4953
Uganda,India,27
Uganda,Kenya,1940
Uganda,Lebanon,0
Uganda,Malaysia,9
Uganda,Pakistan,91320
Uganda,Panama,793
Uganda,Paraguay,19390
Uganda,Russian Federation,69243
Uganda,Syrian Arab Republic,0
Uganda,Ukraine,10061
Uganda,United Arab Emirates,1431
Uganda,United Kingdom,8202
Uganda,United States of America,39762
Uganda,Uruguay,6456
Ukraine,Armenia,2
Ukraine,Austria,251
Ukraine,Croatia,0
Ukraine,Czechia,216
Ukraine,France,1
Ukraine,Germany,817
Ukraine,Mexico,0
Ukraine,Netherlands,1
Ukraine,Romania,100
Ukraine,Russian Federation,483
Ukraine,Serbia,229
Ukraine,Turkey,0
Ukraine,United States of America,19
United Kingdom,Argentina,2425
United Kingdom,Australia,861
United Kingdom,Austria,25
United Kingdom,Belgium,7848
United Kingdom,Canada,309654
United Kingdom,"China, mainland",7
United Kingdom,Cyprus,11
United Kingdom,Denmark,27159
United Kingdom,Ethiopia,1
United Kingdom,Finland,3300
United Kingdom,France,150328
United Kingdom,Germany,159347
United Kingdom,Hungary,257
United Kingdom,India,659
United Kingdom,Ireland,71372
United Kingdom,Italy,14020
United Kingdom,Kazakhstan,26427
United Kingdom,Latvia,3386
United Kingdom,Lithuania,8
United Kingdom,Netherlands,10560
United Kingdom,Poland,25
United Kingdom,Portugal,0
United Kingdom,Romania,27709
United Kingdom,Russian Federation,6589
United Kingdom,Spain,16977
United Kingdom,Turkey,25
United Kingdom,Ukraine,13380
United Kingdom,United States of America,49150
United Kingdom,Zimbabwe,0
United Republic of Tanzania,Argentina,227295
United Republic of Tanzania,Australia,183749
United Republic of Tanzania,Benin,0
United Republic of Tanzania,Brazil,41700
United Republic of Tanzania,Canada,29700
United Republic of Tanzania,"China, Hong Kong SAR",0
United Republic of Tanzania,Germany,9
United Republic of Tanzania,India,21
United Republic of Tanzania,Ireland,0
United Republic of Tanzania,Kenya,650
United Republic of Tanzania,Latvia,1907
United Republic of Tanzania,Pakistan,73365
United Republic of Tanzania,Paraguay,38964
United Republic of Tanzania,Poland,4
United Republic of Tanzania,Russian Federation,183922
United Republic of Tanzania,South Africa,0
United Republic of Tanzania,Swaziland,1100
United Republic of Tanzania,Ukraine,26031
United Republic of Tanzania,United Arab Emirates,4
United Republic of Tanzania,United Kingdom,0
United Republic of Tanzania,United States of America,245394
United Republic of Tanzania,Uruguay,4000
United States of America,Canada,1924891
United States of America,"China, mainland",4
United States of America,Cyprus,1
United States of America,Egypt,3
United States of America,Germany,152
United States of America,Guatemala,4
United States of America,India,17
United States of America,Israel,2
United States of America,Italy,90
United States of America,Japan,0
United States of America,Jordan,1
United States of America,Lebanon,6
United States of America,Mexico,23742
United States of America,Peru,19
United States of America,Russian Federation,2
United States of America,Turkey,240
United States of America,United Arab Emirates,394
United States of America,United Kingdom,49508
Uruguay,Argentina,7976
Uruguay,Brazil,28
Uruguay,France,3
Uruguay,Germany,0
Uruguay,New Zealand,0
Uruguay,Paraguay,5523
Vanuatu,Australia,0
Vanuatu,France,0
Venezuela (Bolivarian Republic of),Argentina,39478
Venezuela (Bolivarian Republic of),Canada,868109
Venezuela (Bolivarian Republic of),Chile,0
Venezuela (Bolivarian Republic of),Dominican Republic,1000
Venezuela (Bolivarian Republic of),Lebanon,4
Venezuela (Bolivarian Republic of),Mexico,21000
Venezuela (Bolivarian Republic of),Panama,0
Venezuela (Bolivarian Republic of),United States of America,660941
Venezuela (Bolivarian Republic of),Uruguay,19107
Yemen,Aruba,96593
Yemen,Australia,671705
Yemen,Brazil,70820
Yemen,France,269213
Yemen,Germany,53983
Yemen,India,481
Yemen,Pakistan,267263
Yemen,Paraguay,65832
Yemen,Russian Federation,486299
Yemen,Turkey,276
Yemen,Ukraine,25066
Yemen,United States of America,643729
Yemen,Uruguay,34847
Zambia,Bermuda,214
Zambia,Brazil,3910
Zambia,"China, mainland",0
Zambia,South Africa,11996
Zambia,Zimbabwe,0
Zimbabwe,Argentina,65221
Zimbabwe,Australia,25078
Zimbabwe,Bermuda,2800
Zimbabwe,Brazil,22093
Zimbabwe,Canada,10963
Zimbabwe,Germany,19665
Zimbabwe,Malawi,3000
Zimbabwe,Mozambique,15160
Zimbabwe,Russian Federation,13845
Zimbabwe,Singapore,21417
Zimbabwe,South Africa,55312
Zimbabwe,United Arab Emirates,872
Zimbabwe,United Kingdom,1678
Zimbabwe,United States of America,14865
Zimbabwe,Uruguay,3777
